n_2DEG,Total Mobility,Remote Impurity Mobility,Dislocation Mobility,Background Impurity Mobility,Alloy Disorder Mobility,Optical Phonon Mobility,Interface Roughness Mobility,Remote Barrier Mobility,Alloy Disorder Barrier Penetration,Alloy Disorder Only Channel
3.675675675675675200e+16,1.651733950427941977e+02,1.449184587669338882e+08,3.428986908507860499e+05,1.030295525851821178e+06,3.971311699407153242e+02,1.322942768819835692e+03,6.162651885511753790e+04,3.622961469173348519e+02,8.818505888597555542e+10,3.971311717291494006e+02
3.774774774774774400e+16,1.672956479337450730e+02,1.508184580862806737e+08,3.544419101441007806e+05,1.072241479134610854e+06,3.936250135546467277e+02,1.309034528737868186e+03,5.856445128354175540e+04,3.770461452157016424e+02,8.818505888597555542e+10,3.936250153116410502e+02
3.873873873873873600e+16,1.692896983398574662e+02,1.567964209895901084e+08,3.660766730452061165e+05,1.114741713303491240e+06,3.902394861214748403e+02,1.295577726570046707e+03,5.575754000436389470e+04,3.919910524739755147e+02,8.818505888597555542e+10,3.902394878483757452e+02
3.972972972972972800e+16,1.711612667874094882e+02,1.628513436403317750e+08,3.778018690016866312e+05,1.157789091598280007e+06,3.869675071906519861e+02,1.282548226078650032e+03,5.317823829987042700e+04,4.071283591008294138e+02,8.818505888597555542e+10,3.869675088887157131e+02
4.072072072072072000e+16,1.729159528635462948e+02,1.689822600088134706e+08,3.896164285975871026e+05,1.201376746045925189e+06,3.838025754695157730e+02,1.269923767187450494e+03,5.080260528501139925e+04,4.224556500220337512e+02,8.818505888597555542e+10,3.838025771399168207e+02
4.171171171171171200e+16,1.745592155651556254e+02,1.751882395568617582e+08,4.015193210521559231e+05,1.245498060999772511e+06,3.807387087112120980e+02,1.257683775195848511e+03,4.860975690141144150e+04,4.379705988921544986e+02,8.818505888597555542e+10,3.807387103550502729e+02
4.270270270270270400e+16,1.760963580786615239e+02,1.814683851162867844e+08,4.135095519271359080e+05,1.290146658056547632e+06,3.777703911021953331e+02,1.245809193615319600e+03,4.658141152986961970e+04,4.536709627907167715e+02,8.818505888597555542e+10,3.777703927205020022e+02
4.369369369369369600e+16,1.775325163655801077e+02,1.878218309407643974e+08,4.255861610207076301e+05,1.335316382206242532e+06,3.748925270635876927e+02,1.234282337218454131e+03,4.470151211530969158e+04,4.695545773519111776e+02,8.818505888597555542e+10,3.748925286573316384e+02
4.468468468468468800e+16,1.788726509974653140e+02,1.942477409133242667e+08,4.377482204290351365e+05,1.381001289088274352e+06,3.721004005586210042e+02,1.223086762449015168e+03,4.295591048989591945e+04,4.856193522833106044e+02,8.818505888597555542e+10,3.721004021287135970e+02
4.567567567567568000e+16,1.801215417478108236e+02,2.007453068938166201e+08,4.499948327584672370e+05,1.427195633242835058e+06,3.693896391438998421e+02,1.212207152797922390e+03,4.133210251249738212e+04,5.018632672345415244e+02,8.818505888597555542e+10,3.693896406911994177e+02
4.666666666666666400e+16,1.812837845072910454e+02,2.073137471926119626e+08,4.623251294738460565e+05,1.473893857259676326e+06,3.667561821218039313e+02,1.201629217125266223e+03,3.981900492469041637e+04,5.182843679815299538e+02,8.818505888597555542e+10,3.667561836471201104e+02
4.765765765765765600e+16,1.823637901423479093e+02,2.139523051583971381e+08,4.747382693696736824e+05,1.521090581738070818e+06,3.641962522500577961e+02,1.191339599218141984e+03,3.840676660986799834e+04,5.348807628959930298e+02,8.818505888597555542e+10,3.641962537541550660e+02
4.864864864864864800e+16,1.833657849656538303e+02,2.206602478693315685e+08,4.872334371527534677e+05,1.568780595981604420e+06,3.617063305463257734e+02,1.181325797130954697e+03,3.708660834827411600e+04,5.516506196733290608e+02,8.818505888597555542e+10,3.617063320299270686e+02
4.963963963963964000e+16,1.842938125305859103e+02,2.274368649180341959e+08,4.998098421259975876e+05,1.616958849360066000e+06,3.592831337938172851e+02,1.171576091068626511e+03,3.585068627387593733e+04,5.685921622950854726e+02,8.818505888597555542e+10,3.592831352576068298e+02
5.063063063063063200e+16,1.851517365008078286e+02,2.342814672819274962e+08,5.124667169642149820e+05,1.665620443278169958e+06,3.569235944108226590e+02,1.162079478751926899e+03,3.469197512451319199e+04,5.857036682048191096e+02,8.818505888597555542e+10,3.569235958554489230e+02
5.162162162162162400e+16,1.859432443806768731e+02,2.411933862713782489e+08,5.252033165739580290e+05,1.714760623697381699e+06,3.546248423948703703e+02,1.152825617354102633e+03,3.360416808474760182e+04,6.029834656784453273e+02,8.818505888597555542e+10,3.546248438209484561e+02
5.261261261261261600e+16,1.866718519228157334e+02,2.481719725488784313e+08,5.380189170299175894e+05,1.764374774162802845e+06,3.523841890924170457e+02,1.143804771224316937e+03,3.258159058959332833e+04,6.204299313721962790e+02,8.818505888597555542e+10,3.523841905005310764e+02
5.360360360360360000e+16,1.873409080561461622e+02,2.552165952132172287e+08,5.509128145814804593e+05,1.814458409292095341e+06,3.501991125789662078e+02,1.135007764720169689e+03,3.161912591626701396e+04,6.380414880330431515e+02,8.818505888597555542e+10,3.501991139696714299e+02
5.459459459459459200e+16,1.879536002013289817e+02,2.623266409432049096e+08,5.638843247236924944e+05,1.865007168687813915e+06,3.480672444633241867e+02,1.126425939562072244e+03,3.071215076306166884e+04,6.558166023580123465e+02,8.818505888597555542e+10,3.480672458371488460e+02
5.558558558558558400e+16,1.885129598612051893e+02,2.695015131960638762e+08,5.769327813270613551e+05,1.916016811238371301e+06,3.459863579542086427e+02,1.118051116199298804e+03,2.985647931721279383e+04,6.737537829901600617e+02,8.818505888597555542e+10,3.459863593116558036e+02
5.657657657657657600e+16,1.890218683920778915e+02,2.767406314560793042e+08,5.900575358218542533e+05,1.967483209776331903e+06,3.439543570483291433e+02,1.109875558743220154e+03,2.904831456727081968e+04,6.918515786401983405e+02,8.818505888597555542e+10,3.439543583898783936e+02
5.756756756756756800e+16,1.894830628751441850e+02,2.840434305295270085e+08,6.032579564322967781e+05,2.019402346065716119e+06,3.419692667169507558e+02,1.101891943079515386e+03,2.828420576830627033e+04,7.101085763238176014e+02,8.818505888597555542e+10,3.419692680430595146e+02
5.855855855855856000e+16,1.898991420282957847e+02,2.914093598822785616e+08,6.165334274568561232e+05,2.071770306092712330e+06,3.400292239833028134e+02,1.094093327819404067e+03,2.756101131088049078e+04,7.285233997056965336e+02,8.818505888597555542e+10,3.400292252944078655e+02
5.954954954954955200e+16,1.902725720952605855e+02,2.988378830168192983e+08,6.298833485912268516e+05,2.124583275636591949e+06,3.381324697964070651e+02,1.086473127791542993e+03,2.687586603179917074e+04,7.470947075420482406e+02,8.818505888597555542e+10,3.381324710929256412e+02
6.054054054054054400e+16,1.906056926776041109e+02,3.063284768857113719e+08,6.433071342906898353e+05,2.177837536099741701e+06,3.362773416182961910e+02,1.079025089812081205e+03,2.622615255792422977e+04,7.658211922142784260e+02,8.818505888597555542e+10,3.362773429006273886e+02
6.153153153153153600e+16,1.909007224687818223e+02,3.138806313388089538e+08,6.568042131689777598e+05,2.231529460577644408e+06,3.344622666514571279e+02,1.071743270501415509e+03,2.560947601858148846e+04,7.847015783470224051e+02,8.818505888597555542e+10,3.344622679199827644e+02
6.252252252252252000e+16,1.911597648641402145e+02,3.214938486017668843e+08,6.703740274309682427e+05,2.285655510151345283e+06,3.326857556418786999e+02,1.064622015943118640e+03,2.502364171715638076e+04,8.037346215044169639e+02,8.818505888597555542e+10,3.326857568969644490e+02
6.351351351351351200e+16,1.913848134248215445e+02,3.291676427836011052e+08,6.840160323368292302e+05,2.340212230386459734e+06,3.309463972005252117e+02,1.057655943003934681e+03,2.446663536885385474e+04,8.229191069590027610e+02,8.818505888597555542e+10,3.309463984425215131e+02
6.450450450450450400e+16,1.915777571790206082e+02,3.369015394112535715e+08,6.977296956954641500e+05,2.395196248024168890e+06,3.292428525925230360e+02,1.050839922154133319e+03,2.393660557382583647e+04,8.422538485281338581e+02,8.818505888597555542e+10,3.292428538217658911e+02
6.549549549549549600e+16,1.917403857484507625e+02,3.446950749892849326e+08,7.115144973850504030e+05,2.450604267850866541e+06,3.275738509490126376e+02,1.044169061645355896e+03,2.343184824196265254e+04,8.617376874732124179e+02,8.818505888597555542e+10,3.275738521658245190e+02
6.648648648648648800e+16,1.918743942915664888e+02,3.525477965829805136e+08,7.253699288990406785e+05,2.506433069734252058e+06,3.259381848615628314e+02,1.037638692918694687e+03,2.295079272540111560e+04,8.813694914574514314e+02,8.818505888597555542e+10,3.259381860662533086e+02
6.747747747747748000e+16,1.919813882581721032e+02,3.604592614232892990e+08,7.392954929157228908e+05,2.562679505814649165e+06,3.243347063233826475e+02,1.031244357129435912e+03,2.249198944852141358e+04,9.011481535582232709e+02,8.818505888597555542e+10,3.243347075162491251e+02
6.846846846846847200e+16,1.920628879526001640e+02,3.684290365321488976e+08,7.532907028899245197e+05,2.619340497841269709e+06,3.227623229853897442e+02,1.024981792686947529e+03,2.205409885380411652e+04,9.210725913303723473e+02,8.818505888597555542e+10,3.227623241667181446e+02
6.945945945945945600e+16,1.921203329047413604e+02,3.764566983668650985e+08,7.673550826653613476e+05,2.676413034643921535e+06,3.212199946985409156e+02,1.018846923718792709e+03,2.163588150626714196e+04,9.411417459171631208e+02,8.818505888597555542e+10,3.212199958686063042e+02
7.045045045045044800e+16,1.921550860499276041e+02,3.845418324823142290e+08,7.814881661062969361e+05,2.733894169731453992e+06,3.197067303168039416e+02,1.012835849377511408e+03,2.123618922002131148e+04,9.613545812057858484e+02,8.818505888597555542e+10,3.197067314758709244e+02
7.144144144144144000e+16,1.921684377200513154e+02,3.926840332098400593e+08,7.956894967473116703e+05,2.791781019008872099e+06,3.182215847377632940e+02,1.006944833916794778e+03,2.085395708823706082e+04,9.817100830246001806e+02,8.818505888597555542e+10,3.182215858860868138e+02
7.243243243243243200e+16,1.921616094494135609e+02,4.008829033517962098e+08,8.099586274599881144e+05,2.850070758605695795e+06,3.167636561601717062e+02,1.001170297471104163e+03,2.048819631309627584e+04,1.002207258379490554e+03,8.818505888597555542e+10,3.167636572979972698e+02
7.342342342342342400e+16,1.921357575996604510e+02,4.091380538907691240e+08,8.242951201357062673e+05,2.908760622808679473e+06,3.153320835398196209e+02,9.955088074793043234e+02,2.013798774539031001e+04,1.022845134726923220e+03,8.818505888597555542e+10,3.153320846673838673e+02
7.441441441441441600e+16,1.920919768088379556e+02,4.174491037125852704e+08,8.386985453830849146e+05,2.967847902092542034e+06,3.139260442269185205e+02,9.899570706986514779e+02,1.980247605473983276e+04,1.043622759281463459e+03,8.818505888597555542e+10,3.139260453444497898e+02
7.540540540540540800e+16,1.920313032700941847e+02,4.258156793422753811e+08,8.531684822397859534e+05,3.027329941242804751e+06,3.125447517698237903e+02,9.845119257606384053e+02,1.948086446114192222e+04,1.064539198355688313e+03,8.818505888597555542e+10,3.125447528775422938e+02
7.639639639639640000e+16,1.919547178459189922e+02,4.342374146922243237e+08,8.677045178973458242e+05,3.087204137565270998e+06,3.111874538713694278e+02,9.791703362247940277e+02,1.917240996700077085e+04,1.085593536730560800e+03,8.818505888597555542e+10,3.111874549694877601e+02
7.738738738738739200e+16,1.918631490240521487e+02,4.427139508217966557e+08,8.823062474386318354e+05,3.147467939177080989e+06,3.098534304853856725e+02,9.739293840906308333e+02,1.887641903609133442e+04,1.106784877054492199e+03,8.818505888597555542e+10,3.098534315741092087e+02
7.837837837837836800e+16,1.917574757213357373e+02,4.512449357077689767e+08,8.969732735868683085e+05,3.208118843374609016e+06,3.085419920421244910e+02,9.687862637316127348e+02,1.859224367226770482e+04,1.128112339269423273e+03,8.818505888597555542e+10,3.085419931216515579e+02
7.936936936936937600e+16,1.916385299418514876e+02,4.598300240249577761e+08,9.117052064658767777e+05,3.269154395073842723e+06,3.072524777923562169e+02,9.637382762183027580e+02,1.831927785624840908e+04,1.149575060062394641e+03,8.818505888597555542e+10,3.072524788628786609e+02
8.036036036036035200e+16,1.915070992956814848e+02,4.684688769364634752e+08,9.265016633706514258e+05,3.330572185319117736e+06,3.059842542608309373e+02,9.587828240008074090e+02,1.805695430362114348e+04,1.171172192341158961e+03,8.818505888597555542e+10,3.059842553225341817e+02
8.135135135135136000e+16,1.913639293845762097e+02,4.771611618929981589e+08,9.413622685479542706e+05,3.392369849856454413e+06,3.047367138006305254e+02,9.539174059232740319e+02,1.780474151142919800e+04,1.192902904732495699e+03,8.818505888597555542e+10,3.047367148536940249e+02
8.234234234234233600e+16,1.912097260607174292e+02,4.859065524407960176e+08,9.562866529860291630e+05,3.454545067767885514e+06,3.035092732406918117e+02,9.491396125456044501e+02,1.756214106436722068e+04,1.214766381101989964e+03,8.818505888597555542e+10,3.035092742852891661e+02
8.333333333333332800e+16,1.910451575646322624e+02,4.947047280376414061e+08,9.712744542133742943e+05,3.517095560163524002e+06,3.023013726194533319e+02,9.444471217496853797e+02,1.732868517485689881e+04,1.236761820094103996e+03,8.818505888597555542e+10,3.023013736557526840e+02
8.432432432432432000e+16,1.908708565481555297e+02,5.035553738765774369e+08,9.863253161057279212e+05,3.580019088928205892e+06,3.011124739981917742e+02,9.398376946093787865e+02,1.710393443408375970e+04,1.258888434691443535e+03,8.818505888597555542e+10,3.011124750263559804e+02
8.531531531531531200e+16,1.906874219881650276e+02,5.124581807168867588e+08,1.001438888700964046e+06,3.643313455519873183e+06,2.999420603481608509e+02,9.353091715052720474e+02,1.688747575359406255e+04,1.281145451792216591e+03,8.818505888597555542e+10,2.999420613683477086e+02
8.630630630630630400e+16,1.904954209966183214e+02,5.214128447219680548e+08,1.016614828021563007e+06,3.706976499816938769e+06,2.987896345061461147e+02,9.308594684667709771e+02,1.667892047922033089e+04,1.303532111804920987e+03,8.818505888597555542e+10,2.987896355185085895e+02
8.729729729729729600e+16,1.902953905322197556e+02,5.304190673037444949e+08,1.031852795904112514e+06,3.771006099012118299e+06,2.976547181934964215e+02,9.264865737255659042e+02,1.647790266104711191e+04,1.326047668259361899e+03,8.818505888597555542e+10,2.976547191981828746e+02
8.828828828828828800e+16,1.900878390188406115e+02,5.394765549732739925e+08,1.047152459835633636e+06,3.835400166550348513e+06,2.965368510941046338e+02,9.221885444657793869e+02,1.628407746485200187e+04,1.348691387433185128e+03,8.818505888597555542e+10,2.965368520912588792e+02
8.927927927927928000e+16,1.898732478755988211e+02,5.485850191972442865e+08,1.062513492796312785e+06,3.900156651108540595e+06,2.954355899871754900e+02,9.179635037573126510e+02,1.609711971194340185e+04,1.371462547993110775e+03,8.818505888597555542e+10,2.954355909769371351e+02
9.027027027027027200e+16,1.896520729632967175e+02,5.577441762600616217e+08,1.077935573108187411e+06,3.965273535615097731e+06,2.943505079309582584e+02,9.138096376599689847e+02,1.591672253568201268e+04,1.394360440650153578e+03,8.818505888597555542e+10,2.943505089134628179e+02
9.126126126126126400e+16,1.894247459517023628e+02,5.669537471312503815e+08,1.093418384289816953e+06,4.030748836307202000e+06,2.932811934939272192e+02,9.097251924869108279e+02,1.574259614415095348e+04,1.417384367828126415e+03,8.818505888597555542e+10,2.932811944693062856e+02
9.225225225225225600e+16,1.891916756119492504e+02,5.762134573379110098e+08,1.108961614916363033e+06,4.096580601824040990e+06,2.922272500301682499e+02,9.057084722169032602e+02,1.557446667949195762e+04,1.440533643344778056e+03,8.818505888597555542e+10,2.922272509985496072e+02
9.324324324324324800e+16,1.889532490381282912e+02,5.855230368419800997e+08,1.124564958484852454e+06,4.162766912334216759e+06,2.911882949959867233e+02,9.017578360455977418e+02,1.541207516538091477e+04,1.463807592104950572e+03,8.818505888597555542e+10,2.911882959574945176e+02
9.423423423423424000e+16,1.887098328019420705e+02,5.948822199220768213e+08,1.140228113284550374e+06,4.229305878695705906e+06,2.901639593049810628e+02,8.978716960668722322e+02,1.525517653493717444e+04,1.487205549805192277e+03,8.818505888597555542e+10,2.901639602597360295e+02
9.522522522522523200e+16,1.884617740441007925e+02,6.042907450597038269e+08,1.155950782272088807e+06,4.296195641646822914e+06,2.891538867190374162e+02,8.940485150758922828e+02,1.510353873212555845e+04,1.510726862649259829e+03,8.818505888597555542e+10,2.891538876671568801e+02
9.621621621621622400e+16,1.882094015059475112e+02,6.137483548296072483e+08,1.171732672950817505e+06,4.363434371026734821e+06,2.881577332728942338e+02,8.902868044862044599e+02,1.495694188035747538e+04,1.534370887074017446e+03,8.818505888597555542e+10,2.881577342144922795e+02
9.720720720720720000e+16,1.879530265046240629e+02,6.232547957940982580e+08,1.187573497255124617e+06,4.431020265024141409e+06,2.871751667301024895e+02,8.865851223537213173e+02,1.481517751262158163e+04,1.558136989485245067e+03,8.818505888597555542e+10,2.871751676652900755e+02
9.819819819819819200e+16,1.876929438549104248e+02,6.328098184011579752e+08,1.203472971438121749e+06,4.498951549452850595e+06,2.862058660683665607e+02,8.829420715009944161e+02,1.467804785798209195e+04,1.582024546002895022e+03,8.818505888597555542e+10,2.862058669972517464e+02
9.918918918918918400e+16,1.874294327407048684e+02,6.424131768861476183e+08,1.219430815963867819e+06,4.567226477052988485e+06,2.852495209924025517e+02,8.793562977356234569e+02,1.454536517978179108e+04,1.606032942215369076e+03,8.818505888597555542e+10,2.852495219150904973e+02
1.001801801801801760e+17,1.871627575389541676e+02,6.520646291769664288e+08,1.235446755402973387e+06,4.635843326816725545e+06,2.843058314725820424e+02,8.758264881571194564e+02,1.441695116131031318e+04,1.630161572942416342e+03,8.818505888597555542e+10,2.843058323891750092e+02
1.011711711711711680e+17,1.868931685986868558e+02,6.617639368025023937e+08,1.251520518332086969e+06,4.704800403337402269e+06,2.833745073077571988e+02,8.723513695469156346e+02,1.429263633508468229e+04,1.654409842006255758e+03,8.818505888597555542e+10,2.833745082183548902e+02
1.021621621621621600e+17,1.866209029776605064e+02,6.715108648042262793e+08,1.267651837236553896e+06,4.774096036181016825e+06,2.824552677107782870e+02,8.689297068366014400e+02,1.417225955223823075e+04,1.678777162010566599e+03,8.818505888597555542e+10,2.824552686154777916e+02
1.031531531531531520e+17,1.863461851389927517e+02,6.813051816507993937e+08,1.283840448416511994e+06,4.843728579279121011e+06,2.815478409153158736e+02,8.655603016497964290e+02,1.405566748882803404e+04,1.703262954126998693e+03,8.818505888597555542e+10,2.815478418142117221e+02
1.041441441441441440e+17,1.860692276100159290e+02,6.911466591555557251e+08,1.300086091896130238e+06,4.913696410342166200e+06,2.806519638027005499e+02,8.622419909133926694e+02,1.394271418615442417e+04,1.727866647888889702e+03,8.818505888597555542e+10,2.806519646958849989e+02
1.051351351351351360e+17,1.857902316054690175e+02,7.010350723967415094e+08,1.316388511335813673e+06,4.983997930292448029e+06,2.797673815475833976e+02,8.589736455341795818e+02,1.383326062243778324e+04,1.752587680991853404e+03,8.818505888597555542e+10,2.797673824351463168e+02
1.061261261261261280e+17,1.855093876170220426e+02,7.109701996403914690e+08,1.332747453947326634e+06,5.054631562715792097e+06,2.788938472812972122e+02,8.557541691371371826e+02,1.372717431343263343e+04,1.777425499100978868e+03,8.818505888597555542e+10,2.788938481633261972e+02
1.071171171171171200e+17,1.852268759710163977e+02,7.209518222657318115e+08,1.349162670411610743e+06,5.125595753331212327e+06,2.780311217718802368e+02,8.525824968619390347e+02,1.362432893976418563e+04,1.802379555664329700e+03,8.818505888597555542e+10,2.780311226484607232e+02
1.081081081081081120e+17,1.849428673561968992e+02,7.309797246930050850e+08,1.365633914799336810e+06,5.196888969477779232e+06,2.771789731197920332e+02,8.494575942144051623e+02,1.352460399896358649e+04,1.827449311732513024e+03,8.818505888597555542e+10,2.771789739910074104e+02
1.090990990990991040e+17,1.846575233231124855e+02,7.410536943136157990e+08,1.382160944493919145e+06,5.268509699617994018e+06,2.763371764684152936e+02,8.463784559698983685e+02,1.342788448034786234e+04,1.852634235784040129e+03,8.818505888597555542e+10,2.763371773343469613e+02
1.100900900900900960e+17,1.843709967567640433e+02,7.511735214225020409e+08,1.398743520117075182e+06,5.340456452856981196e+06,2.755055137284979310e+02,8.433441051258116659e+02,1.333406056104509662e+04,1.877933803556255498e+03,8.818505888597555542e+10,2.755055145892252426e+02
1.110810810810810880e+17,1.840834323239927812e+02,7.613389991526417732e+08,1.415381405456539243e+06,5.412727758476876654e+06,2.746837733157465777e+02,8.403535919005047390e+02,1.324302732160882988e+04,1.903347497881604340e+03,8.818505888597555542e+10,2.746837741713470109e+02
1.120720720720720800e+17,1.837949668970118751e+02,7.715499234116115570e+08,1.432074367396235000e+06,5.485322165485771373e+06,2.738717499008316167e+02,8.374059927762017423e+02,1.315468447978862787e+04,1.928874808529029224e+03,8.818505888597555542e+10,2.738717507513808869e+02
